Name,Operating System,Software last seen,Installed Versions
mh-8cc2472x94,Windows 11,"19 Sep, 2024 03:07:59 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.19353, 1.7.0.156, 1.7.0.15969"
dse-5cg3255d9v,Windows 11,"19 Sep, 2024 07:10:04 AM","1.5.0.4689, 1.7.0.13456"
dse-5cg3253xdv,Windows 11,"19 Sep, 2024 07:16:33 AM",1.6.0.22378
dk-5cg21653bz,Windows 11,"18 Sep, 2024 03:42:39 PM","1.5.0.8070, 1.5.0.21668"
drilfr-1400wf4,Windows 11,"18 Sep, 2024 10:50:34 AM","1.6.0.29964, 1.2.0.3961"
dse-pw021kpz,Windows 11,"13 Sep, 2024 07:48:40 AM","1.7.0.7956, 1.5.0.8070"
dk-5cg2158yfp,Windows 11,"19 Sep, 2024 06:58:48 AM","1.6.0.35961, 1.5.0.8070"
druein-70716yb,Windows 10,"18 Sep, 2024 09:56:48 AM","1.5.0.21668, 1.2.0.3961"
drilsv-8120l8t,Windows 10,"18 Sep, 2024 09:55:50 AM","1.2.0.19260, 1.5.0.21463, 1.7.0.7956, 1.6.0.6754, 1.6.0.1381"
dse-5cd4146g9n,Windows 11,"19 Sep, 2024 08:23:36 AM",1.5.0.30767
adm-5cg3082db6,Windows 11,"19 Sep, 2024 06:59:02 AM","1.6.0.27573, 1.5.0.30767"
dse-pw021lbb,Windows 11,"18 Sep, 2024 06:58:47 AM","1.5.0.8070, 1.6.0.33567"
drilfr-00822gs,Windows 10,"18 Sep, 2024 09:40:53 AM","1.7.0.15969, 1.2.0.3961"
mh-8cc2472xcn,Windows 11,"19 Sep, 2024 07:52:23 AM","1.5.0.30767, 1.7.0.10152, 1.7.0.15969, 1.7.0.21751, 1.7.0.156, 1.6.0.29964, 1.6.0.35961"
mh-8cc2472x38,Windows 11,"19 Sep, 2024 10:26:20 AM","1.7.0.17051, 1.5.0.30767, 1.7.0.10152, 1.7.0.19353, 1.7.0.21751, 1.7.0.6058, 1.7.0.15969"
dse-5cd3291kf4,Windows 11,"19 Sep, 2024 02:21:41 AM",1.5.0.4689
druein-137dqdk,Windows 11,"19 Sep, 2024 07:02:10 AM",1.2.0.3961
druein-137dqcs,Windows 11,"19 Sep, 2024 04:30:46 AM","1.2.0.3961, 1.6.0.22378, 1.7.0.6058, 1.5.0.28361"
neilmj-0513q0f,Windows 10,"19 Sep, 2024 08:38:14 AM","1.2.0.3961, 1.6.0.22378, 1.5.0.33362, 1.6.0.29964, 1.6.0.12455, 1.6.0.6754, 1.7.0.3653, 1.6.0.26474"
drilfj-8120qxy,Windows 10,"16 Sep, 2024 12:12:25 PM","1.5.0.21668, 1.4.0.11161, 1.2.0.19260"
dse-5cg41423j4,Windows 11,"17 Sep, 2024 02:32:26 PM",1.5.0.30767
dk-5cg2158yf8,Windows 11,"19 Sep, 2024 07:39:43 AM",1.6.0.24078
dse-5cd4145qhv,Windows 11,"19 Sep, 2024 07:40:29 AM",1.5.0.30767
adm-5cg2461426,Windows 11,"19 Sep, 2024 10:23:50 AM","1.5.0.30767, 1.6.0.11166, 1.7.0.1864"
dse-5cd3291jz1,Windows 11,"19 Sep, 2024 06:21:48 AM","1.7.0.6058, 1.5.0.4689"
dk-5cg2158y59,Windows 11,"19 Sep, 2024 09:02:18 AM","1.6.0.33567, 1.5.0.8070"
dse-pw01z9w4,Windows 11,"19 Sep, 2024 07:22:22 AM","1.5.0.8070, 1.6.0.33567"
dse-5cd1258n60,Windows 11,"14 Sep, 2024 05:27:56 AM",1.3.0.21759
druein-9519lf7,Windows 10,"19 Sep, 2024 07:45:54 AM","1.6.0.6754, 1.2.0.3961"
dse-5cd4145pvc,Windows 11,"19 Sep, 2024 06:53:44 AM",1.5.0.30767
dk-5cg2158ygl,Windows 11,"19 Sep, 2024 07:23:46 AM","1.7.0.3653, 1.6.0.33567, 1.5.0.8070"
adm-5cg3283ql2,Windows 11,"19 Sep, 2024 06:53:29 AM","1.6.0.11166, 1.6.0.35961"
dse-5cd4145q24,Windows 11,"17 Sep, 2024 10:04:28 AM",1.5.0.30767
drilar-10106g7,Windows 10,"19 Sep, 2024 06:08:44 AM","1.2.0.3961, 1.6.0.33567"
neilso-6473pyw,Windows 10,"18 Sep, 2024 05:13:56 PM","1.6.0.35961, 1.3.0.21759"
dse-5cd4145q1f,Windows 11,"19 Sep, 2024 10:13:03 AM","1.5.0.30767, 1.7.0.21751"
drhso-1020tns,Windows 10,"19 Sep, 2024 06:40:43 AM","1.3.0.26064, 1.6.0.33567, 1.6.0.24078"
dse-5cg1115k7h,Windows 11,"18 Sep, 2024 07:11:09 AM",1.3.0.4461
adm-5cg3150n6q,Windows 11,"19 Sep, 2024 09:38:36 AM","1.7.0.156, 1.6.0.4472"
drilgb-8120p5q,Windows 10,"19 Sep, 2024 08:47:27 AM","1.5.0.11163, 1.7.0.156, 1.2.0.27559"
mh-8cc2472x95,Windows 11,"19 Sep, 2024 06:16:46 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.24670, 1.6.0.27573, 1.6.0.33567, 1.6.0.35961, 1.7.0.156, 1.7.0.21751, 1.7.0.17051"
drildro-847c37f,Windows 10,"13 Sep, 2024 06:46:37 AM","1.6.0.27573, 1.2.0.34161"
dse-5cd0198f47,Windows 11,"14 Sep, 2024 06:32:39 PM",1.6.0.18681
dse-5cg41424zg,Windows 11,"18 Sep, 2024 09:22:34 AM",1.5.0.30767
dse-pw021klq,Windows 11,"12 Sep, 2024 05:54:06 PM","1.5.0.8070, 1.6.0.33567"
mh-8cc2472wxh,Windows 11,"19 Sep, 2024 04:46:29 AM","1.7.0.17051, 1.5.0.30767, 1.7.0.21751, 1.6.0.20074, 1.7.0.24670, 1.7.0.1864, 1.7.0.6058, 1.6.0.33567, 1.7.0.19353"
ctxpvsin-108,Windows Server 2022,"19 Sep, 2024 08:10:46 AM",1.6.0.6754
dradm-1400wdq,Windows 11,"19 Sep, 2024 06:34:34 AM","1.7.0.15969, 1.4.0.32771"
dse-5cd1258nv0,Windows 11,"19 Sep, 2024 06:53:52 AM",1.3.0.21759
dse-5cd4178dx0,Windows 11,"18 Sep, 2024 09:36:58 PM",1.5.0.30767
dse-5cg1115pdl,Windows 11,"19 Sep, 2024 07:22:43 AM",1.3.0.4461
dikt-6378xd4,Windows 10,"19 Sep, 2024 05:20:12 AM","1.3.0.362, 1.7.0.7251"
dk-5cg21590j0,Windows 11,"19 Sep, 2024 05:23:36 AM","1.5.0.8070, 1.7.0.15969"
mh-8cc2472wxn,Windows 11,"19 Sep, 2024 06:33:20 AM","1.7.0.1864, 1.7.0.21751, 1.7.0.19353, 1.7.0.156, 1.5.0.30767, 1.6.0.35961, 1.7.0.13456"
mh-8cc2472xc5,Windows 11,"19 Sep, 2024 07:27:55 AM","1.5.0.30767, 1.7.0.7956, 1.7.0.21751, 1.7.0.10152, 1.7.0.19353, 1.7.0.17051, 1.7.0.24670, 1.7.0.15969, 1.7.0.13456"
dse-5cd4178drh,Windows 11,"19 Sep, 2024 06:40:59 AM",1.5.0.30767
dse-pw021k7p,Windows 11,"19 Sep, 2024 08:29:05 AM",1.6.0.18681
dse-5cd4145qkz,Windows 11,"18 Sep, 2024 11:16:21 AM",1.5.0.30767
svilto-0243v4q,Windows 10,"14 Sep, 2024 03:55:36 AM","1.2.0.3961, 1.6.0.27573"
dk-5cg21590d3,Windows 11,"19 Sep, 2024 06:55:20 AM","1.7.0.10152, 1.5.0.8070"
drildro-847c38h,Windows 10,"19 Sep, 2024 09:23:54 AM","1.7.0.7956, 1.7.0.3653, 1.6.0.22378"
ia-5cg1347z40,Windows 11,"18 Sep, 2024 06:56:19 AM",1.6.0.18681
drildro-94500pq,Windows 10,"17 Sep, 2024 10:15:46 AM","1.6.0.35961, 1.6.0.22378"
mh-8cc31507jt,Windows 11,"19 Sep, 2024 05:14:27 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.7956, 1.7.0.19353, 1.7.0.15969, 1.7.0.24670, 1.7.0.17051, 1.6.0.35961, 1.7.0.13456, 1.7.0.6058"
dse-5cd4178dn0,Windows 11,"18 Sep, 2024 07:13:21 AM",1.5.0.30767
druein-70726tv,Windows 10,"13 Sep, 2024 11:03:25 AM","1.2.0.3961, 1.6.0.4472"
mh-8cc2472x2r,Windows 11,"19 Sep, 2024 06:34:40 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.24670, 1.7.0.15969"
mh-8cc2472x8c,Windows 11,"17 Sep, 2024 09:24:56 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.24670"
dse-5cd1258nkq,Windows 11,"19 Sep, 2024 07:13:20 AM","1.6.0.18681, 1.7.0.7956"
drbv-94530gt,Windows 10,"18 Sep, 2024 06:46:57 PM","1.7.0.1864, 1.6.0.29964, 1.7.0.3653, 1.6.0.35961, 1.7.0.156, 1.3.0.26064, 1.6.0.33567, 1.7.0.7956, 1.6.0.28557"
dse-pw021kev,Windows 11,"19 Sep, 2024 05:22:35 AM","1.6.0.29964, 1.5.0.8070"
dse-pw021k7f,Windows 11,"19 Sep, 2024 08:12:16 AM","1.5.0.8070, 1.7.0.13456"
dk-5cg2164zwq,Windows 11,"18 Sep, 2024 06:01:50 AM","1.7.0.3653, 1.5.0.8070"
dse-5cd1258p0d,Windows 11,"18 Sep, 2024 09:56:09 PM",1.3.0.21759
dse-5cd4178ds8,Windows 11,"18 Sep, 2024 06:12:56 PM",1.5.0.30767
dk-5cg2164zxg,Windows 11,"19 Sep, 2024 06:08:07 AM","1.5.0.8070, 1.7.0.13456"
dk-5cg2158yd4,Windows 11,"18 Sep, 2024 05:28:51 AM","1.7.0.10152, 1.5.0.8070"
dse-5cd4178dsf,Windows 11,"19 Sep, 2024 06:49:56 AM",1.5.0.30767
mh-8cc2472x45,Windows 11,"18 Sep, 2024 09:04:42 PM","1.7.0.21751, 1.5.0.30767, 1.7.0.7956, 1.7.0.156, 1.6.0.35961, 1.6.0.33567, 1.7.0.15969, 1.7.0.17051"
dse-5cd4145qc3,Windows 11,"18 Sep, 2024 06:24:44 PM",1.5.0.30767
drildro-924frhq,Windows 10,"18 Sep, 2024 08:25:42 AM","1.2.0.17057, 1.2.0.34161, 1.7.0.3653, 1.5.0.8070, 1.2.0.26774"
mh-8cc2472x54,Windows 11,"19 Sep, 2024 05:47:29 AM","1.5.0.30767, 1.7.0.156, 1.6.0.33567, 1.7.0.6058, 1.7.0.17051"
dse-5cd1258n66,Windows 11,"18 Sep, 2024 05:30:11 PM",1.3.0.21759
dse-pw021kb4,Windows 11,"13 Sep, 2024 08:20:51 AM","1.6.0.29964, 1.5.0.8070"
dk-5cg2158yfs,Windows 11,"19 Sep, 2024 08:35:51 AM","1.5.0.8070, 1.7.0.10152"
mh-8cc2472wzb,Windows 11,"19 Sep, 2024 04:32:03 AM","1.6.0.26474, 1.5.0.30767, 1.7.0.21751, 1.7.0.7956, 1.7.0.24670, 1.7.0.6058, 1.7.0.15969, 1.7.0.19353, 1.7.0.13456, 1.6.0.29964"
dse-pw021k68,Windows 11,"19 Sep, 2024 06:56:44 AM","1.5.0.8070, 1.7.0.21751"
dk-5cg216520q,Windows 11,"13 Sep, 2024 06:12:14 AM","1.7.0.3653, 1.5.0.8070"
drilfr-1037pzp,Windows 10,"17 Sep, 2024 11:13:01 AM","1.2.0.3961, 1.6.0.12455, 1.5.0.9163, 1.6.0.6754, 1.5.0.33362, 1.6.0.1381, 1.6.0.18681"
drhso-1140cxk,Windows 10,"19 Sep, 2024 08:30:03 AM","1.7.0.19353, 1.3.0.26064"
dse-5cd4145qbh,Windows 11,"18 Sep, 2024 05:09:56 AM",1.5.0.30767
drilfr-91531d8,Windows 10,"17 Sep, 2024 06:23:45 AM","1.6.0.12455, 1.2.0.32462"
dse-5cg41423jq,Windows 11,"17 Sep, 2024 11:14:19 AM",1.5.0.30767
hso-5cg3082hq2,Windows 11,"19 Sep, 2024 08:35:23 AM","1.6.0.33567, 1.5.0.30767"
dse-5cd1258nht,Windows 11,"12 Sep, 2024 07:40:57 PM",1.3.0.21759
mh-8cc2472x5v,Windows 11,"17 Sep, 2024 02:01:53 PM","1.7.0.15969, 1.7.0.21751, 1.7.0.19353, 1.5.0.30767"
dse-pw021kqq,Windows 11,"18 Sep, 2024 06:57:41 AM","1.5.0.8070, 1.7.0.13456"
dse-5cd4178dw0,Windows 11,"18 Sep, 2024 08:14:47 AM",1.5.0.30767
dk-5cg216533l,Windows 11,"19 Sep, 2024 04:46:38 AM","1.6.0.33567, 1.5.0.8070"
dse-5cd4178drk,Windows 11,"19 Sep, 2024 06:45:33 AM",1.5.0.30767
dse-5cd4178dj1,Windows 11,"18 Sep, 2024 06:39:40 PM",1.5.0.30767
druein-707242b,Windows 10,"16 Sep, 2024 07:09:55 AM","1.5.0.36367, 1.2.0.3961, 1.5.0.17656"
dse-5cd4146gcw,Windows 11,"16 Sep, 2024 07:25:07 AM",1.5.0.30767
mh-8cc2472xbq,Windows 11,"19 Sep, 2024 06:25:59 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.17051, 1.7.0.19353, 1.7.0.24670"
drilga-8120p2c,Windows 10,"18 Sep, 2024 03:39:24 PM","1.7.0.15969, 1.2.0.27559"
dse-5cd4145q8q,Windows 11,"17 Sep, 2024 08:42:34 AM",1.5.0.30767
dse-5cd4145qcz,Windows 11,"19 Sep, 2024 07:42:11 AM",1.5.0.30767
dk-5cg2158ybx,Windows 11,"18 Sep, 2024 11:09:01 AM","1.5.0.8070, 1.7.0.10152"
dk-5cg2158zqc,Windows 11,"16 Sep, 2024 10:00:52 AM","1.6.0.27573, 1.5.0.8070, 1.7.0.13456"
mh-8cc2472xck,Windows 11,"18 Sep, 2024 06:32:02 PM","1.5.0.30767, 1.7.0.19353, 1.7.0.21751, 1.7.0.15969, 1.7.0.17051, 1.7.0.7956"
mh-8cc2472wy5,Windows 11,"19 Sep, 2024 04:09:19 AM","1.6.0.22378, 1.7.0.24670, 1.6.0.29964, 1.7.0.21751, 1.7.0.15969, 1.7.0.6058, 1.6.0.35961"
drmlgv-0098d9j,Windows 10,"19 Sep, 2024 10:03:31 AM","1.3.0.28779, 1.4.0.35564, 1.3.0.4461, 1.6.0.29964"
mh-8cc2472wyr,Windows 11,"18 Sep, 2024 07:53:57 PM","1.5.0.30767, 1.7.0.13456, 1.7.0.21751, 1.7.0.19353"
dse-pw021kb7,Windows 11,"19 Sep, 2024 07:23:33 AM","1.6.0.29964, 1.5.0.8070"
dse-5cd0198fmq,Windows 11,"19 Sep, 2024 07:54:52 AM",1.6.0.18681
dk-5cg2158yct,Windows 11,"19 Sep, 2024 06:34:52 AM","1.7.0.1864, 1.5.0.8070"
dse-5cd4145q31,Windows 11,"18 Sep, 2024 09:39:00 AM",1.5.0.30767
dse-pw021krv,Windows 11,"18 Sep, 2024 04:49:18 PM",1.6.0.18681
drilma-8120lqj,Windows 10,"17 Sep, 2024 08:34:55 PM","1.7.0.7956, 1.2.0.32462"
ctxpvsin-app126,Windows Server 2022,"19 Sep, 2024 06:06:57 AM",1.5.0.33362
dse-5cd4145pvr,Windows 11,"19 Sep, 2024 08:27:40 AM",1.5.0.30767
adm-5cg3340sx5,Windows 11,"19 Sep, 2024 08:14:59 AM","1.7.0.1864, 1.6.0.18681"
dse-5cd3291k3q,Windows 11,"18 Sep, 2024 08:07:07 AM","1.6.0.33567, 1.5.0.4689"
dse-5cd1258n64,Windows 11,"17 Sep, 2024 08:43:22 AM",1.3.0.21759
drilas-8272fqt,Windows 10,"17 Sep, 2024 11:08:12 AM","1.2.0.3961, 1.6.0.26474"
drhso-7091kml,Windows 10,"13 Sep, 2024 09:08:43 AM","1.2.0.27559, 1.6.0.33567"
drilfr-146d0jc,Windows 11,"17 Sep, 2024 02:27:54 PM","1.2.0.3961, 1.7.0.3653, 1.6.0.12455"
neilki-151655k,Windows 11,"19 Sep, 2024 07:52:42 AM","1.5.0.21668, 1.6.0.35961"
druein-9519ldj,Windows 10,"19 Sep, 2024 08:09:13 AM","1.2.0.3961, 1.6.0.33567"
mh-8cc2472xc7,Windows 11,"19 Sep, 2024 04:49:58 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.17051, 1.7.0.24670, 1.7.0.6058, 1.6.0.35961, 1.7.0.19353, 1.6.0.29964, 1.7.0.15969, 1.6.0.33567"
druein-137dqbs,Windows 11,"19 Sep, 2024 04:09:11 AM",1.2.0.3961
mh-8cc2472xc6,Windows 11,"17 Sep, 2024 10:29:22 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.15969, 1.7.0.1864, 1.7.0.24670, 1.7.0.156, 1.7.0.17051, 1.7.0.3653"
druein-7383xn0,Windows 10,"19 Sep, 2024 09:34:37 AM",1.2.0.3961
dse-pw01z9z6,Windows 11,"19 Sep, 2024 08:29:30 AM","1.6.0.33567, 1.5.0.8070"
dse-5cg41427tf,Windows 11,"13 Sep, 2024 04:51:00 PM",1.5.0.30767
dse-pw021lcn,Windows 11,"18 Sep, 2024 07:29:50 AM","1.6.0.33567, 1.5.0.8070"
rfd-5cg246142j,Windows 11,"19 Sep, 2024 07:47:27 AM","1.7.0.3653, 1.5.0.8070"
drilko-8120kyw,Windows 10,"19 Sep, 2024 09:18:16 AM","1.5.0.8070, 1.7.0.6058"
dse-pw021kw1,Windows 11,"18 Sep, 2024 08:31:38 AM",1.6.0.18681
dse-5cd1258p53,Windows 11,"16 Sep, 2024 04:23:32 PM",1.3.0.21759
mh-8cc2472x3v,Windows 11,"17 Sep, 2024 09:59:11 AM","1.5.0.30767, 1.6.0.29964, 1.7.0.19353, 1.6.0.35961, 1.7.0.24670"
dk-5cg21590jn,Windows 11,"19 Sep, 2024 06:21:22 AM","1.6.0.33567, 1.6.0.22378, 1.5.0.21668"
dse-5cg41420n8,Windows 11,"17 Sep, 2024 08:51:36 AM",1.5.0.30767
dse-5cd4145qgv,Windows 11,"17 Sep, 2024 06:32:05 AM",1.5.0.30767
dse-pw021kat,Windows 11,"19 Sep, 2024 08:26:33 AM","1.5.0.8070, 1.6.0.4472, 1.7.0.3653"
druein-137dqcg,Windows 11,"19 Sep, 2024 07:50:17 AM",1.2.0.3961
dse-5cd4145qfd,Windows 11,"19 Sep, 2024 08:46:46 AM",1.5.0.30767
dk-5cg2158yj4,Windows 11,"18 Sep, 2024 08:55:30 PM",1.6.0.22378
druein-9519lgj,Windows 10,"18 Sep, 2024 11:26:41 AM","1.5.0.28361, 1.2.0.3961"
drilin-9515dqh,Windows 11,"19 Sep, 2024 07:28:43 AM","1.6.0.11166, 1.7.0.19353"
neilek-1400wf9,Windows 11,"16 Sep, 2024 06:24:15 AM","1.6.0.33567, 1.2.0.3961"
dse-5cd4145q47,Windows 11,"19 Sep, 2024 09:48:47 AM",1.5.0.30767
dse-5cd0198f82,Windows 11,"16 Sep, 2024 08:30:45 AM","1.7.0.10152, 1.6.0.11166"
mh-8cc2472x7t,Windows 11,"18 Sep, 2024 01:55:00 PM","1.7.0.21751, 1.5.0.30767, 1.7.0.19353"
mh-8cc2472wz9,Windows 11,"19 Sep, 2024 06:06:17 AM","1.5.0.30767, 1.7.0.1864, 1.7.0.156, 1.7.0.21751, 1.7.0.17051, 1.7.0.24670, 1.6.0.33567, 1.7.0.3653, 1.7.0.19353"
drilor-8120rsd,Windows 10,"13 Sep, 2024 06:52:42 AM","1.2.0.27559, 1.7.0.7956, 1.5.0.21668"
dse-5cd1258nmx,Windows 11,"19 Sep, 2024 08:15:37 AM",1.6.0.18681
dse-pw021kbh,Windows 11,"16 Sep, 2024 06:36:45 AM","1.5.0.8070, 1.6.0.29964"
dse-5cg32566w4,Windows 11,"13 Sep, 2024 07:19:57 AM",1.5.0.4689
mh-8cc2472wzr,Windows 11,"19 Sep, 2024 08:22:18 AM","1.7.0.15969, 1.5.0.30767, 1.7.0.24670, 1.7.0.21751, 1.7.0.17051, 1.7.0.10152, 1.6.0.35961, 1.6.0.33567, 1.7.0.6058, 1.7.0.1864, 1.7.0.7956"
dk-5cg2158zqk,Windows 11,"17 Sep, 2024 09:48:21 AM","1.5.0.8070, 1.6.0.27573, 1.7.0.7956"
dradm-2113f0y,Windows 10,"12 Sep, 2024 12:25:17 PM","1.3.0.26064, 1.7.0.21751"
mh-8cc2472x1k,Windows 11,"17 Sep, 2024 07:03:34 AM","1.5.0.30767, 1.7.0.17051, 1.7.0.15969, 1.6.0.35961, 1.7.0.24670, 1.7.0.13456, 1.7.0.21751"
dse-5cd4145q03,Windows 11,"18 Sep, 2024 10:24:29 AM",1.5.0.30767
dse-pw021kl3,Windows 11,"12 Sep, 2024 10:49:05 AM","1.5.0.8070, 1.7.0.1864, 1.6.0.11166"
dse-pw021lb1,Windows 11,"19 Sep, 2024 10:09:23 AM","1.5.0.8070, 1.7.0.24670"
hso-5cg32510gz,Windows 11,"19 Sep, 2024 06:53:29 AM","1.7.0.156, 1.6.0.18681"
dk-5cg2159052,Windows 11,"19 Sep, 2024 08:00:23 AM","1.5.0.8070, 1.6.0.33567, 1.7.0.21751"
dse-pw021kam,Windows 11,"12 Sep, 2024 09:23:27 PM",1.6.0.18681
dse-5cd1258nsx,Windows 11,"18 Sep, 2024 06:20:42 PM","1.3.0.21759, 1.7.0.7956"
dse-pw021kpm,Windows 11,"13 Sep, 2024 10:16:13 AM","1.5.0.8070, 1.7.0.7956"
dse-5cd1258nyc,Windows 11,"18 Sep, 2024 07:16:36 AM",1.3.0.21759
mh-8cc2472x2z,Windows 11,"19 Sep, 2024 04:26:57 AM","1.7.0.10152, 1.5.0.30767, 1.7.0.7956, 1.6.0.27573, 1.7.0.15969, 1.7.0.21751, 1.7.0.17051, 1.6.0.35961, 1.7.0.19353"
dse-5cd4145q67,Windows 11,"18 Sep, 2024 09:55:46 AM","1.5.0.30767, 1.7.0.21751"
dk-5cg21652cj,Windows 11,"19 Sep, 2024 06:09:52 AM","1.6.0.35961, 1.6.0.11166, 1.5.0.8070"
drtek-9165c1n,Windows 10,"18 Sep, 2024 07:22:03 PM","1.5.0.4689, 1.6.0.35961"
dse-5cd1258ns9,Windows 11,"17 Sep, 2024 04:59:58 AM",1.3.0.21759
dse-5cg41423jl,Windows 11,"17 Sep, 2024 07:06:55 PM",1.5.0.30767
mh-8cc2472wxw,Windows 11,"19 Sep, 2024 07:02:22 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.17051"
mh-8cc2472x9p,Windows 11,"19 Sep, 2024 09:27:34 AM","1.5.0.30767, 1.7.0.156, 1.7.0.7956, 1.7.0.19353, 1.7.0.21751, 1.6.0.33567"
dse-5cd329726x,Windows 11,"16 Sep, 2024 09:10:54 AM","1.6.0.29964, 1.5.0.4689"
dse-5cd4145qhf,Windows 11,"18 Sep, 2024 09:53:22 AM",1.5.0.30767
mh-8cc2472x9q,Windows 11,"19 Sep, 2024 02:36:01 AM","1.5.0.30767, 1.7.0.21751"
dse-5cg41423j9,Windows 11,"17 Sep, 2024 02:23:30 PM",1.5.0.30767
dse-5cg41422bb,Windows 11,"19 Sep, 2024 06:58:07 AM",1.5.0.30767
dse-5cd1258p1r,Windows 11,"18 Sep, 2024 10:35:25 AM",1.3.0.21759
drilfr-1140c32,Windows 10,"13 Sep, 2024 09:35:00 AM","1.2.0.3961, 1.6.0.29964, 1.6.0.11166, 1.6.0.27573, 1.6.0.26474, 1.4.0.19572"
dse-5cd4145q5n,Windows 11,"19 Sep, 2024 08:36:33 AM",1.5.0.30767
drilko-84787d9,Windows 10,"19 Sep, 2024 07:11:35 AM","1.3.0.362, 1.6.0.33567"
dse-5cd4145pvm,Windows 11,"19 Sep, 2024 07:26:09 AM",1.5.0.30767
neilso-8180yz3,Windows 11,"16 Sep, 2024 12:29:47 PM","1.2.0.3961, 1.6.0.22378, 1.7.0.156"
druein-9519lc2,Windows 10,"18 Sep, 2024 12:31:59 PM","1.2.0.3961, 1.6.0.27573, 1.6.0.1381"
dk-5cg2158z15,Windows 11,"19 Sep, 2024 07:06:25 AM","1.7.0.6058, 1.6.0.12455"
dse-pw021kqs,Windows 11,"19 Sep, 2024 07:39:15 AM","1.5.0.8070, 1.7.0.13456"
dk-5cg2158zmj,Windows 11,"19 Sep, 2024 05:15:55 AM","1.5.0.8070, 1.7.0.3653"
rfd-94294lp,Windows 10,"19 Sep, 2024 07:42:14 AM","1.7.0.6058, 1.3.0.26064"
dk-5cg215904r,Windows 11,"19 Sep, 2024 07:08:21 AM","1.5.0.8070, 1.7.0.13456"
druein-70720vs,Windows 10,"13 Sep, 2024 11:16:26 AM","1.2.0.3961, 1.5.0.21668"
drilbn-9422x59,Windows 10,"19 Sep, 2024 07:16:50 AM","1.2.0.3961, 1.6.0.24078, 1.6.0.11166, 1.7.0.156, 1.6.0.29964"
dse-5cd4178dkb,Windows 11,"19 Sep, 2024 07:13:54 AM",1.5.0.30767
mh-8cc31507kz,Windows 11,"18 Sep, 2024 06:12:25 PM",1.5.0.30767
druein-707277w,Windows 10,"13 Sep, 2024 11:18:48 AM",1.2.0.3961
drilin-83624pv,Windows 10,"19 Sep, 2024 06:29:42 AM","1.2.0.27559, 1.6.0.33567"
dse-5cd4178dk5,Windows 11,"19 Sep, 2024 08:10:52 AM",1.5.0.30767
dse-5cd0198f9j,Windows 11,"19 Sep, 2024 08:07:53 AM",1.6.0.18681
mh-8cc2472x5q,Windows 11,"19 Sep, 2024 04:39:46 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.24670, 1.7.0.19353"
neilek-1400wd4,Windows 11,"19 Sep, 2024 06:40:24 AM","1.7.0.15969, 1.2.0.3961"
druein-7072cxn,Windows 10,"16 Sep, 2024 05:57:21 PM","1.6.0.6754, 1.2.0.3961, 1.5.0.31168"
mh-8cc2472x58,Windows 11,"19 Sep, 2024 06:14:50 AM","1.6.0.29964, 1.6.0.33567, 1.5.0.30767, 1.7.0.7956, 1.7.0.21751, 1.7.0.17051, 1.7.0.3653, 1.6.0.35961"
drilfr-91531qf,Windows 10,"19 Sep, 2024 05:36:37 AM","1.2.0.27559, 1.7.0.1864"
drilin-736594p,Windows 10,"18 Sep, 2024 11:21:15 AM","1.2.0.34161, 1.7.0.10952"
dse-5cd1258nw8,Windows 11,"19 Sep, 2024 08:43:17 AM",1.6.0.18681
druein-7480h15,Windows 10,"13 Sep, 2024 10:47:08 AM","1.2.0.3961, 1.6.0.6754"
dse-5cg3255f05,Windows 11,"16 Sep, 2024 04:43:46 PM",1.5.0.4689
dk-5cg2158y92,Windows 11,"19 Sep, 2024 06:07:23 AM","1.7.0.3653, 1.5.0.8070"
dse-5cd4145q5b,Windows 11,"18 Sep, 2024 03:37:16 PM",1.5.0.30767
adm-5cg3252frl,Windows 11,"19 Sep, 2024 05:36:29 AM",1.6.0.24078
dse-5cd4145qgc,Windows 11,"17 Sep, 2024 11:25:27 AM",1.5.0.30767
rfd-2082k7n,Windows 10,"19 Sep, 2024 07:32:25 AM","1.7.0.7956, 1.7.0.6058, 1.3.0.26064, 1.6.0.12455, 1.6.0.35961"
dse-5cd1258nhc,Windows 11,"19 Sep, 2024 09:54:53 AM","1.7.0.7956, 1.3.0.21759"
dse-5cd3291kfp,Windows 11,"16 Sep, 2024 07:05:02 AM","1.5.0.4689, 1.7.0.15969"
dk-5cg2158zr4,Windows 11,"19 Sep, 2024 05:01:56 AM","1.6.0.33567, 1.5.0.8070"
dse-pw021lc8,Windows 11,"17 Sep, 2024 07:24:15 AM",1.6.0.24078
dse-5cd3291kdm,Windows 11,"12 Sep, 2024 12:31:25 PM","1.5.0.4689, 1.7.0.13456"
dse-pw021kqc,Windows 11,"19 Sep, 2024 07:59:16 AM","1.5.0.8070, 1.6.0.35961"
dse-5cd1258pdn,Windows 11,"13 Sep, 2024 02:48:02 PM",1.3.0.21759
